Supplier Name,Stage Invoked,Mandatory Restrictions,Reporting Month, REPORTED Total Monthly Potable Water Production 2014/2015 , REPORTED Total Monthly Potable Water Production 2013 ,REPORTED Monthly CII 2014/2015 (Subset of REPORTED Total Monthly Potable Water Production 2014/2015),REPORTED Monthly Ag Use 2014/2015 (This value is removed from REPORTED Total Monthly Potable Water Production 2014/2015 by Water Board staff to obtain CALCULATED Total Monthly Potable Water Production 2014/2015 Gallons),REPORTED Monthly Ag Use 2013 (This value is removed from REPORTED Total Monthly Potable Water Production 2013 by Water Board Staff to obtain CALCULATED Total Monthly Potable Water Production 2013 Gallons),Optional - REPORTED Recycled Water,REPORTED Units,Qualification,Total Population Served,REPORTED Residential Gallons-per-Capita-Day (R-GPCD) (starting in September 2014),Optional - Enforcement Actions,Optional - Implementation,Conservation Standard (starting in June 2015),Supplier has Agricultural Water Use Exclusion Certification (list of received certifications available at: http://www.waterboards.ca.gov/water_issues/programs/conservation_portal/agriculture/),CALCULATED Total Monthly Potable Water Production 2014/2015 Gallons (Values calculated by Water Board staff. REPORTED Total Monthly Potable Water Production 2014/2015 - REPORTED Monthly Ag Use 2014/2015; converted to gallons.),CALCULATED Total Monthly Potable Water Production 2013 Gallons (Values calculated by Water Board staff. REPORTED Total Monthly Potable Water Production 2013 - REPORTED Monthly Ag Use 2013; converted to gallons.),CALCULATED Monthly CII 2014/2015 (Subset of CALCULATED Total Monthly Potable Water Production 2014/2015 Gallons),CALCULATED R-GPCD 2014/2015 (Values calculated by Water Board staff using methodology available at http://www.waterboards.ca.gov/waterrights/water_issues/programs/drought/docs/ws_tools/guidance_estimate_res_gpcd.pdf),% Residential Use,Comments/Corrections,Hydrologic Region
East Bay Municipal Utilities District,Moderate,Yes,14-Oct,5370.6,6175,,,,,MG,"1. To provide context as EBMUD continues to face the second drought period since 2007…the average R-GPCD for October from 2005-2007 is 97 gpcd (using metered consumption data). The R-GPCD for October, 2013 is 88 gpcd. 2. For the PRU and R-GPCD, applied SWRCB’s recommended methodology of using billing data for the volume of water provided to residential customers in October, 2013 as a percentage of Total Monthly Potable Production (TMPP) for October, 2013 and applying that ratio to TMPP of October, 2014 to get the approximate volume of residential water use for October, 2014. The population for 2014 was calculated using 2013 ABAG projections. 3. EBMUD has mandatory prohibitions restrictions on outdoor use and EBMUD continues to ask all customers to voluntarily cut back their total water use by 10 percent.  ",1379000,75,"EBMUD’s Board adopted Section 28 of the District’s Regulations Governing Service to Customers on August 12, 2014 to specify outdoor water uses that are prohibited until further notice and provide guidelines on effective water use practices to help customers conserve. Section 28 also defines the exceptions and enforcement provisions should customers fail to comply with the prohibitions.  ","EBMUD’s Board adopted a preliminary water shortage action plan on February 11, 2014 and updated it on May 13, 2014. The Board adopted a new water shortage emergency action plan on August 12, 2014 that includes initiatives to comply with the state’s emergency water conservation regulation (State Water Board Resolution 2014-0038). The Water Shortage Emergency Action Plan identifies the outreach efforts that EBMUD will make to educate and inform customers about the mandatory outdoor water use prohibitions and to provide guidance on how customers can conserve during the drought. ",NULL,No,"5,370,600,000","6,175,000,000",Null,75.4,60,No Correction,San Francisco Bay
East Bay Municipal Utilities District,Moderate,Yes,14-Sep,5682.9,6528.4,,,,,MG,"1. To provide context as EBMUD continues to face the second drought period since 2007…the average R-GPCD for September from 2005-2007 is 114 gpcd (using metered consumption data). The R-GPCD for October, 2013 is 97 gpcd. 2. For the PRU and R-GPCD, applied SWRCB’s recommended methodology of using billing data for the volume of water provided to residential customers in September, 2013 as a percentage of Total Monthly Potable Production (TMPP) for September, 2013 and applying that ratio to TMPP of September, 2014 to get the approximate volume of residential water use for September, 2014. The population for 2014 was calculated using 2013 ABAG projections. 3. EBMUD has mandatory prohibitions restrictions on outdoor use and EBMUD continues to ask all customers to voluntarily cut back their total water use by 10 percent. Voluntary cutbacks were requested in EBMUD’s service area on February 11, 2014; and through September 30, 2014 actual water production was 11.4 percent less in 2014 than for the same period in 2013. ",1379000,84,"EBMUD’s Board adopted Section 28 of the District’s Regulations Governing Service to Customers on August 12, 2014 to specify outdoor water uses that are prohibited until further notice and provide guidelines on effective water use practices to help customers conserve. Section 28 also defines the exceptions and enforcement provisions should customers fail to comply with the prohibitions.  ","EBMUD’s Board adopted a preliminary water shortage action plan on February 11, 2014 and updated it on May 13, 2014. The Board adopted a new water shortage emergency action plan on August 12, 2014 that includes initiatives to comply with the state’s emergency water conservation regulation (State Water Board Resolution 2014-0038). The Water Shortage Emergency Action Plan identifies the outreach efforts that EBMUD will make to educate and inform customers about the mandatory outdoor water use prohibitions and to provide guidance on how customers can conserve during the drought.",NULL,No,"5,682,900,000","6,528,400,000",Null,83.8,61,No Correction,San Francisco Bay
East Bay Municipal Utilities District,Moderate,Yes,14-Aug,6222,7172.3,,,,,MG,"1. To provide context as EBMUD continues to face the second drought period since 2007…the average R-GPCD for August from 2005-2007 is 124 gpcd (using metered consumption data). The R-GPCD for August, 2013 is 103 gpcd. 2. Single Family Residential is 49 percent of total use; Multi-Family Residential is 20 percent of total use. 3. EBMUD has mandatory prohibitions restrictions on outdoor use and EBMUD continues to ask all customers to voluntarily cut back their total water use by 10 percent. Voluntary cutbacks were requested in EBMUD’s service area on February 11, 2014; and through August 31, 2014 actual water production was 11.1 percent less in 2014 than for the same period in 2013. ",1379000,88,"EBMUD’s Board adopted Section 28 of the District’s Regulations Governing Service to Customers on August 12, 2014 to specify outdoor water uses that are prohibited until further notice and provide guidelines on effective water use practices to help customers conserve. Section 28 also defines the exceptions and enforcement provisions should customers fail to comply with the prohibitions.  ","EBMUD’s Board adopted a preliminary water shortage action plan on February 11, 2014 and updated it on May 13, 2014. The Board adopted a new water shortage emergency action plan on August 12, 2014 that includes initiatives to comply with the state’s emergency water conservation regulation (State Water Board Resolution 2014-0038). The Water Shortage Emergency Action Plan identifies the outreach efforts that EBMUD will make to educate and inform customers about the mandatory outdoor water use prohibitions and to provide guidance on how customers can conserve during the drought.",NULL,No,"6,222,000,000","7,172,300,000",Null,88.8,61,No Correction,San Francisco Bay
East Bay Municipal Utilities District,Moderate,Yes,14-Jul,6590.1,7452.8,,,,,MG,"1. Single Family Residential is 49 percent of total use; Multi-Family Residential is 20% of total use. 2. EBMUD has mandatory prohibitions restricting outdoor use, and EBMUD has undertaken a public outreach campaign asking all San Francisco East Bay customers to voluntarily cut back their total water use by 10 percent. EBMUD requested voluntary water use reduction in its service area on February 11, 2014; and through July 31, 2014 actual water production was 10.7 percent less in 2014 than for the same period in 2013.",1330000,,"EBMUD’s Board adopted Section 28 of the District’s Regulations Governing Service to Customers on August 12, 2014 to specify outdoor water uses that are prohibited until further notice and provide guidelines on effective water use practices to help customers conserve. Section 28 also defines the exceptions and enforcement actions should customers fail to comply with the prohibitions.  ","EBMUD’s Board adopted a preliminary water shortage action plan on February 11, 2014 and updated it on May 13, 2014. The Board adopted a new water shortage emergency action plan on August 12, 2014 so as to comply with the State’s emergency water conservation regulation (State Water Board Resolution 2014-0038). The Water Shortage Emergency Action Plan identifies EBMUD’s outreach efforts to educate and inform customers about the mandatory outdoor water use prohibitions and to provide guidance on how customers can conserve during the drought.",NULL,No,"6,590,100,000","7,452,800,000",Null,110.3,69,No Correction,San Francisco Bay
East Bay Municipal Utilities District,Moderate,Yes,14-Jun,6365.4,7025.7,,,,,MG,"1. Single Family Residential is 49 percent of total use; Multi-Family Residential is 20% of total use. 2. EBMUD has mandatory prohibitions restrictions on outdoor use and EBMUD continues to ask all customers to voluntarily cut back their total water use by 10 percent. Voluntary cutbacks were requested in EBMUD’s service area on February 11, 2014; and through July 31, 2014 actual water production was 10.7 percent less in 2014 than for the same period in 2013.",1330000,,"EBMUD’s Board adopted Section 28 of the District’s Regulations Governing Service to Customers on August 12, 2014 to specify outdoor water uses that are prohibited until further notice and provide guidelines on effective water use practices to help customers conserve. Section 28 also defines the exceptions and enforcement provisions should customers fail to comply with the prohibitions.  ","EBMUD’s Board adopted a preliminary water shortage action plan on February 11, 2014 and updated it on May 13, 2014. The Board adopted a new water shortage emergency action plan on August 12, 2014 that includes initiatives to comply with the state’s emergency water conservation regulation (State Water Board Resolution 2014-0038). The Water Shortage Emergency Action Plan identifies the outreach efforts that EBMUD will make to educate and inform customers about the mandatory outdoor water use prohibitions and to provide guidance on how customers can conserve during the drought.",NULL,No,"6,365,400,000","7,025,700,000",Null,110.1,69,No Correction,San Francisco Bay
Morro Bay  City of,Severly Restricted,Yes,15-Aug,32579005,40528972,15514,0,0,0,G,,10234,64.18,,"In July 2015, rebate programs expanded to include cash for grass, rain barrel, irrigation retrofit and SMART irrigation controller",12%,No,"32,579,005","40,528,972","15,514",64.2,62.5,No Correction,Central Coast
Morro Bay  City of,Severly Restricted,Yes,15-Jul,32318984,42026752,12840,,,,G,,10234,64.5,,,12%,No,"32,318,984","42,026,752","12,840",64.5,63.3,No Correction,Central Coast
Morro Bay  City of,Severly Restricted,Yes,15-Jun,32189607,36565077,10424128,,,,G,,10234,66,,,12%,No,"32,189,607","36,565,077","10,424,128",66.1,63,No Correction,Central Coast
Morro Bay  City of,Severly Restricted,Yes,15-May,29893170,36927203,9627508,,,,G,,10234,60.26,,,NULL,No,"29,893,170","36,927,203","9,627,508",60.3,64,No Correction,Central Coast
Morro Bay  City of,Severely Restricted,Yes,15-Apr,29362580,28928011,,,,,G,,10234,62.79,,,NULL,No,"29,362,580","28,928,011",Null,62.8,65.65,No Correction,Central Coast
Morro Bay  City of,Severly Restricted,Yes,15-Mar,29893871,31277518,,,,,G,,10234,52.61,,,NULL,No,"29,893,871","31,277,518",Null,65,69,No Correction,Central Coast
Morro Bay  City of,Severly Restricted,Yes,15-Feb,25004393,25941318,,,,,G,,10234,60.27,,,NULL,No,"25,004,393","25,941,318",Null,60.2,69,No Correction,Central Coast
Morro Bay  City of,Severly Restricted,Yes,15-Jan,29586922,30427517,,,,,G,,10234,66,,,NULL,No,"29,586,922","30,427,517",Null,66.2,71,No Correction,Central Coast
Morro Bay  City of,Severly Restricted,Yes,14-Dec,26365763,33999367,,,,,G,,10234,57,,,NULL,No,"26,365,763","33,999,367",Null,56.5,68,No Correction,Central Coast
Morro Bay  City of,Severely Restricted,Yes,14-Nov,27062107,33485435,,,,,G,,10234,59,,,NULL,No,"27,062,107","33,485,435",Null,59.1,67,No Correction,Central Coast
Morro Bay  City of,Severely Restricted,Yes,14-Oct,32547457,37234272,,,,,G,,10234,67,,,NULL,No,"32,547,457","37,234,272",Null,66.7,65,No Correction,Central Coast
Morro Bay  City of,Severly Restricted,Yes,14-Sep,32804911,36627545,,,,,G,,10234,69,,,NULL,No,"32,804,911","36,627,545",Null,69.5,65,No Correction,Central Coast
Morro Bay  City of,Severely Restricted,Yes,14-Aug,35695596,40528972,,,,,G,,10461,,,,NULL,No,"35,695,596","40,528,972",Null,70.4,64,No Correction,Central Coast
Morro Bay  City of,Severely Restricted,Yes,14-Jul,37625206,42026752,,,,,G,See June 2014 monthly report,10608,,see June 2014 report,See June 2014 report,NULL,No,"37,625,206","42,026,752",Null,70.1,61.3,No Correction,Central Coast
Morro Bay  City of,Severely Restricted ,Yes,14-Jun,34544401,36565077,,,,,G,"Morro Bay has had moderately restricted water supply water conservation measures for years now, and since approx. February the City went to severely restricted water supply.  This year Morro Bay has been experiencing a influx in tourism resulting in more water use in restaurants, hotels and vacation homes. ",10234,,The City of Morro Bay has been writing letters to potential violators and reminding them of our current water situation.  Compliance has been good.,"Water Conservation information has been updated on the City website, Channel 20 (local Channel) and discussed at City Council meetings.  Flyers were sent to every mail receptacle in Morro Bay with the water restrictions and water conservation was addressed in the Utility newsletter.  ",NULL,No,"34,544,401","36,565,077",Null,74.6,66.3,No Correction,Central Coast
Yorba Linda Water District,Stage 3,Yes,15-Aug,1379.97,2355.9,122.9,,,,AF,,72500,148.05,"On the first violation, YLWD will hand deliver a door hanger to the location of the violation and mail a notice to the current billing address. A second violation within 12 calendar months is punishable by a penalty of $100. A third violation within 12 calendar months of the first or second violations is punishable by a penalty of $250. A fourth and any subsequent violations within 12 calendar months of the first violation are punishable by a fine of $500. In addition, the District may opt to install a water flow restrictor device.   Additionally, a Penalty Block structure was put into place on customer usage, based on customer class, in May 2015. Beginning with the billing period primarily of June 2015 usage, YLWD will assess penalties of $10 to $160 based on usage blocks above 18 units per billing period for the Residential Class. The Commercial Class will receive penalties from $25 to $400 based on usage blocks above 50 units per billing period, and the Irrigation Class will receive penalties from $65 to $1,000 per billing period based on usage blocks above 115 units.  These blocks are based on the average “monthly” usage of each customer class in 2013, minus the SWRCB’s mandatory 36% reduction.  ","Watering is prohibited between the hours of 9am and 6pm. Watering is limited to 15 minutes per station per day. Water is prohibited when it is raining, or there is a forecasted chance of rain of 50 percent or higher. No runoff. No washing down of hard or paved surfaces. Re-circulation of water is required for water fountains. Washing of vehicles is limited to use of a hand-held house with an automatic shut-off nozzle. Stage 3 restrictions include irrigation limited to two times per week, with no irrigation on Sunday. Education and communication regarding these restrictions have been communicated to our customers in the following ways: • 14 Water Waster Hotline and 62 Website Applications for customers to notify the District of water waste they observe in the community. Additionally, the City of Yorba Linda forwarded several calls they received from residents of water waste at locations throughout the City.  • Regular specialized training regarding Conservation and the Conservation Restrictions for Operations Field staff and Customer Service Staff. • Field staff assigned to Conservation Education and Investigation of Water Waste in the Community. •  136 Water Conservation Ordinance First Violations have been issued. 4 Water Conservation Ordinance Second Violations have been issued- resulting in $400 in fines.  • Participation in MWDOC’s Turf Removal Rebate Program (approximately 550,000 sq ft of turf removed) • Partnered with the City of Yorba Linda to identify and educate customers with a history of irrigation runoff to decrease usage and pollutants entered into the stormwater system.  • Implementation of a Leak Detection program within the District. Approximately 45 leaks found thus far in YLWD-maintained pipe, which have been repaired, and notified customers of approximately 35 leaks found on the customer-maintained side of the pipe. We are following up with the customers to ensure these leaks are also fixed as soon as possible.  ",36%,No,"449,665,194","767,673,377","40,047,140",148.1,74,No Correction,South Coast
Yorba Linda Water District,Stage 3,Yes,15-Jul,1329.94,2348.8,145.43,,,,AF,,72500,143,"On the first violation, YLWD will hand deliver a door hanger to the location of the violation and mail a notice to the current billing address. A second violation within 12 calendar months is punishable by a penalty of $100. A third violation within 12 calendar months of the first or second violations is punishable by a penalty of $250. A fourth and any subsequent violations within 12 calendar months of the first violation are punishable by a fine of $500. In addition, the District may opt to install a water flow restrictor device.   Additionally, a Penalty Block structure was put into place on customer usage, based on customer class, in May 2015. Beginning with the billing period primarily of June 2015 usage, YLWD will assess penalties of $10 to $160 based on usage blocks above 18 units per billing period for the Residential Class. The Commercial Class will receive penalties from $25 to $400 based on usage blocks above 50 units per billing period, and the Irrigation Class will receive penalties from $65 to $1,000 per billing period based on usage blocks above 115 units.  These blocks are based on the average “monthly” usage of each customer class in 2013, minus the SWRCB’s mandatory 36% reduction. ","Watering is prohibited between the hours of 9am and 6pm. Watering is limited to 15 minutes per station per day. Water is prohibited when it is raining, or there is a forecasted chance of rain of 50 percent or higher. No runoff. No washing down of hard or paved surfaces. Re-circulation of water is required for water fountains. Washing of vehicles is limited to use of a hand-held house with an automatic shut-off nozzle. Stage 3 restrictions include irrigation limited to two times per week, with no irrigation on Sunday. Education and communication regarding these restrictions have been communicated to our customers in the following ways: • 46 Water Waster Hotline and 52 Website Applications for customers to notify the District of water waste they observe in the community. Additionally, the City of Yorba Linda forwarded 2 calls they received from residents of water waste at locations throughout the City.  • Regular specialized training regarding Conservation and the Conservation Restrictions for Operations Field staff and Customer Service Staff. • Field staff assigned to Conservation Education and Investigation of Water Waste in the Community. •  270 Water Conservation Ordinance First Violations have been issued. 4 Water Conservation Ordinance Second Violations have been issued- resulting in $800 in fines.  • Participation in MWDOC’s Turf Removal Rebate Program (68 customer pre-inspections/102,000 sq ft of turf removed) • Partnered with the City of Yorba Linda to identify and educate customers with a history of irrigation runoff to decrease usage and pollutants entered into the stormwater system.  ",36%,No,"433,362,847","765,359,832","47,388,573",142.7,74,No Correction,South Coast
